FORM_NAME,FORM_ID,FORM_UUID,SECTION_NAME,SECTION_ID,SECTION_UUID,CONCEPT_NAME,CONCEPT_ID,CONCEPT_UUID
Clinical_History_Obs_Form,,,HOF_LAB_CLINICAL_SITUATION,,,HOF_CLINICAL_SITUATION_Actual_diagnosis,8512,#N/A
Clinical_History_Obs_Form,,,HOF_LAB_CLINICAL_SITUATION,,,HOF_CLINICAL_SITUATION_Breastfeeding,8640,896f4820-dbd2-11e9-8a34-2a2ae2dbcce4
Clinical_History_Obs_Form,,,HOF_LAB_CLINICAL_SITUATION,,,HOF_CLINICAL_SITUATION_pregnancy,8637,a030f9a4-8450-40b3-84d2-e7aa18829a3b
Clinical_History_Obs_Form,,,HOF_LAB_CLINICAL_SITUATION,,,HOF_CLINICAL_SITUATION_STAGING_I_CONDITION,8625,9c7956c0-db7f-11e9-8a34-2a2ae2dbcce4
Clinical_History_Obs_Form,,,HOF_LAB_CLINICAL_SITUATION,,,HOF_CLINICAL_SITUATION_STAGING_II_CONDITION,8626,9c7957ec-db7f-11e9-8a34-2a2ae2dbcce4
Clinical_History_Obs_Form,,,HOF_LAB_CLINICAL_SITUATION,,,HOF_CLINICAL_SITUATION_STAGING_III_CONDITION,8627,9c795918-db7f-11e9-8a34-2a2ae2dbcce4
Clinical_History_Obs_Form,,,HOF_LAB_CLINICAL_SITUATION,,,HOF_CLINICAL_SITUATION_STAGING_IV_CONDITION,8628,9c795a4e-db7f-11e9-8a34-2a2ae2dbcce4
Clinical_History_Obs_Form,,,HOF_LAB_CLINICAL_SITUATION,,,HOF_CLINICAL_SITUATION_TB_Antecedent,8631,9c795ff8-db7f-11e9-8a34-2a2ae2dbcce4
Clinical_History_Obs_Form,,,HOF_LAB_CLINICAL_SITUATION,,,HOF_CLINICAL_SITUATION_TB_Current_Treatment,8634,9c796390-db7f-11e9-8a34-2a2ae2dbcce4
Clinical_History_Obs_Form,,,HOF_LAB_CLINICAL_SITUATION,,,HOF_CLINICAL_SITUATION_TB_Treatment_End_Date,8633,9c79625a-db7f-11e9-8a34-2a2ae2dbcce4
Clinical_History_Obs_Form,,,HOF_LAB_CLINICAL_SITUATION,,,HOF_CLINICAL_SITUATION_TB_Treatment_Start_Date,8632,9c79612e-db7f-11e9-8a34-2a2ae2dbcce4
Clinical_History_Obs_Form,,,HOF_LAB_SITUATION,,,HOF_LAB_SITUATION_ALT,8596,e5d43304-6abb-4cd5-9674-80145d884ce8
Clinical_History_Obs_Form,,,HOF_LAB_SITUATION,,,HOF_LAB_SITUATION_ALT_Date,8597,3aaa9e62-1644-4462-96ce-8cadaf7e564a
Clinical_History_Obs_Form,,,HOF_LAB_SITUATION2,,,HOF_LAB_SITUATION_ALT_Date2,8619,e685497e-8414-4741-b76f-f1db6261502f
Clinical_History_Obs_Form,,,HOF_LAB_SITUATION2,,,HOF_LAB_SITUATION_ALT2,8618,f6cfdb4a-68c6-498e-8695-c417db4712f6
Clinical_History_Obs_Form,,,HOF_LAB_SITUATION,,,HOF_LAB_SITUATION_AST,8598,a7af3d38-6c86-4533-ab25-9bbe262b548c
Clinical_History_Obs_Form,,,HOF_LAB_SITUATION,,,HOF_LAB_SITUATION_AST_Date,8599,38c01760-5295-4a64-9cc5-3184fd899112
Clinical_History_Obs_Form,,,HOF_LAB_SITUATION2,,,HOF_LAB_SITUATION_AST_Date2,8621,f047b090-a0f8-4957-ab27-059326a43239
Clinical_History_Obs_Form,,,HOF_LAB_SITUATION2,,,HOF_LAB_SITUATION_AST2,8620,c3c4b3b3-f874-4968-ae19-0cbe754dc65c
Clinical_History_Obs_Form,,,HOF_LAB_SITUATION,,,HOF_LAB_SITUATION_Carga_Viral,8588,b6ce3015-28b1-4a7a-a8fc-86182435a376
Clinical_History_Obs_Form,,,HOF_LAB_SITUATION,,,HOF_LAB_SITUATION_Carga_Viral_Absolute,8592,64e38825-bb1b-4f6d-ae05-df05f84c88da
Clinical_History_Obs_Form,,,HOF_LAB_SITUATION2,,,HOF_LAB_SITUATION_Carga_Viral_Absolute2,8614,f9d3a255-5efc-45ea-8684-be6ba834fa4a
Clinical_History_Obs_Form,,,HOF_LAB_SITUATION,,,HOF_LAB_SITUATION_Carga_Viral_Date,8593,d089539a-214d-4e4a-8ffa-0f55e58d9672
Clinical_History_Obs_Form,,,HOF_LAB_SITUATION2,,,HOF_LAB_SITUATION_Carga_Viral_Date2,8615,80b5f8af-05a2-473c-873b-58e5f6b8cc6a
Clinical_History_Obs_Form,,,HOF_LAB_SITUATION,,,HOF_LAB_SITUATION_Carga_Viral_Qualitativo,8591,3643ffc4-a8da-47eb-8f27-3fa7c6af1099
Clinical_History_Obs_Form,,,HOF_LAB_SITUATION2,,,HOF_LAB_SITUATION_Carga_Viral_Qualitativo2,8613,593cbebb-29d3-44c7-aec9-6cdd72f51fc9
Clinical_History_Obs_Form,,,HOF_LAB_SITUATION2,,,HOF_LAB_SITUATION_Carga_Viral2,8610,9b7dc1b8-d763-417f-9010-89ed1e4c0d77
Clinical_History_Obs_Form,,,HOF_LAB_SITUATION,,,HOF_LAB_SITUATION_CD4_Date,8585,c95ef393-7f42-4dd9-a495-364694434b40
Clinical_History_Obs_Form,,,HOF_LAB_SITUATION2,,,HOF_LAB_SITUATION_CD4_Date2,8607,d92d961a-38da-4cd9-9303-a51f67f10573
Clinical_History_Obs_Form,,,HOF_LAB_SITUATION,,,HOF_LAB_SITUATION_CD4_Percent,8584,a4f9f00e-4351-42d5-9267-0ac80a4a7da8
Clinical_History_Obs_Form,,,HOF_LAB_SITUATION2,,,HOF_LAB_SITUATION_CD4_Percent2,8606,2af10d4d-8ca3-4446-856f-3b313885560b
Clinical_History_Obs_Form,,,HOF_LAB_SITUATION,,,HOF_LAB_SITUATION_CD4_value,8583,0109dabf-1b3f-4c1b-9ade-cb9d48f4744b
Clinical_History_Obs_Form,,,HOF_LAB_SITUATION2,,,HOF_LAB_SITUATION_CD4_value2,8605,95d48998-ccfd-4ec4-8099-5856bf592a72
Clinical_History_Obs_Form,,,"HOF_LAB_SITUATION ",,,HOF_LAB_SITUATION_Glicemia,8581,fccbf994-ded4-11e9-8a34-2a2ae2dbcce4
Clinical_History_Obs_Form,,,HOF_LAB_SITUATION,,,HOF_LAB_SITUATION_Glicemia_Date,8582,b4c1ea57-ca25-4b68-af4e-ef9f3a9d6633
